"Province/State","Country/Region","Lat","Long","Date","FirstDigit"
"Jiangxi","China",27.614,115.7221,"2/14/20","9"
"Jilin","China",43.6661,126.1923,"2/14/20","8"
"Liaoning","China",41.2956,122.6085,"2/14/20","1"
"Macau","China",22.1667,113.55,"2/14/20","1"
"Ningxia","China",37.2692,106.1655,"2/14/20","6"
"Qinghai","China",35.7452,95.9956,"2/14/20","1"
"Shaanxi","China",35.1917,108.8701,"2/14/20","2"
"Shandong","China",36.3427,118.1498,"2/14/20","5"
"Shanghai","China",31.202,121.4491,"2/14/20","3"
"Shanxi","China",37.5777,112.2922,"2/14/20","1"
"Sichuan","China",30.6171,102.7103,"2/14/20","4"
"Tianjin","China",39.3054,117.323,"2/14/20","1"
"Tibet","China",31.6927,88.0924,"2/14/20","1"
"Xinjiang","China",41.1129,85.2401,"2/14/20","6"
"Yunnan","China",24.974,101.487,"2/14/20","1"
"Zhejiang","China",29.1832,120.0934,"2/14/20","1"
NA,"Diamond Princess",0,0,"2/14/20","2"
NA,"Egypt",26,30,"2/14/20","1"
NA,"Finland",64,26,"2/14/20","1"
NA,"France",46.2276,2.2137,"2/14/20","1"
NA,"Germany",51,9,"2/14/20","1"
NA,"India",21,78,"2/14/20","3"
NA,"Italy",43,12,"2/14/20","3"
NA,"Japan",36,138,"2/14/20","2"
NA,"Korea, South",36,128,"2/14/20","2"
NA,"Malaysia",2.5,112.5,"2/14/20","1"
NA,"Nepal",28.1667,84.25,"2/14/20","1"
NA,"Philippines",13,122,"2/14/20","3"
NA,"Russia",60,90,"2/14/20","2"
NA,"Singapore",1.2833,103.8333,"2/14/20","6"
NA,"Spain",40,-4,"2/14/20","2"
NA,"Sri Lanka",7,81,"2/14/20","1"
NA,"Sweden",63,16,"2/14/20","1"
NA,"Taiwan*",23.7,121,"2/14/20","1"
NA,"Thailand",15,101,"2/14/20","3"
NA,"United Arab Emirates",24,54,"2/14/20","8"
NA,"United Kingdom",55.3781,-3.436,"2/14/20","9"
NA,"US",37.0902,-95.7129,"2/14/20","1"
NA,"Vietnam",16,108,"2/14/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/15/20","4"
"Queensland","Australia",-28.0167,153.4,"2/15/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/15/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/15/20","4"
NA,"Belgium",50.8333,4,"2/15/20","1"
NA,"Cambodia",11.55,104.9167,"2/15/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/15/20","4"
"Ontario","Canada",51.2538,-85.3232,"2/15/20","3"
"Anhui","China",31.8257,117.2264,"2/15/20","9"
"Beijing","China",40.1824,116.4142,"2/15/20","3"
"Chongqing","China",30.0572,107.874,"2/15/20","5"
"Fujian","China",26.0789,117.9874,"2/15/20","2"
"Gansu","China",37.8099,101.0583,"2/15/20","9"
"Guangdong","China",23.3417,113.4244,"2/15/20","1"
"Guangxi","China",23.8298,108.7881,"2/15/20","2"
"Guizhou","China",26.8154,106.8748,"2/15/20","1"
"Hainan","China",19.1959,109.7453,"2/15/20","1"
"Hebei","China",39.549,116.1306,"2/15/20","2"
"Heilongjiang","China",47.862,127.7615,"2/15/20","4"
"Henan","China",33.882,113.614,"2/15/20","1"
"Hong Kong","China",22.3,114.2,"2/15/20","5"
"Hubei","China",30.9756,112.2707,"2/15/20","5"
"Hunan","China",27.6104,111.7088,"2/15/20","1"
"Inner Mongolia","China",44.0935,113.9448,"2/15/20","6"
"Jiangsu","China",32.9711,119.455,"2/15/20","6"
"Jiangxi","China",27.614,115.7221,"2/15/20","9"
"Jilin","China",43.6661,126.1923,"2/15/20","8"
"Liaoning","China",41.2956,122.6085,"2/15/20","1"
"Macau","China",22.1667,113.55,"2/15/20","1"
"Ningxia","China",37.2692,106.1655,"2/15/20","7"
"Qinghai","China",35.7452,95.9956,"2/15/20","1"
"Shaanxi","China",35.1917,108.8701,"2/15/20","2"
"Shandong","China",36.3427,118.1498,"2/15/20","5"
"Shanghai","China",31.202,121.4491,"2/15/20","3"
"Shanxi","China",37.5777,112.2922,"2/15/20","1"
"Sichuan","China",30.6171,102.7103,"2/15/20","4"
"Tianjin","China",39.3054,117.323,"2/15/20","1"
"Tibet","China",31.6927,88.0924,"2/15/20","1"
"Xinjiang","China",41.1129,85.2401,"2/15/20","7"
"Yunnan","China",24.974,101.487,"2/15/20","1"
"Zhejiang","China",29.1832,120.0934,"2/15/20","1"
NA,"Diamond Princess",0,0,"2/15/20","2"
NA,"Egypt",26,30,"2/15/20","1"
NA,"Finland",64,26,"2/15/20","1"
NA,"France",46.2276,2.2137,"2/15/20","1"
NA,"Germany",51,9,"2/15/20","1"
NA,"India",21,78,"2/15/20","3"
NA,"Italy",43,12,"2/15/20","3"
NA,"Japan",36,138,"2/15/20","4"
NA,"Korea, South",36,128,"2/15/20","2"
NA,"Malaysia",2.5,112.5,"2/15/20","2"
NA,"Nepal",28.1667,84.25,"2/15/20","1"
NA,"Philippines",13,122,"2/15/20","3"
NA,"Russia",60,90,"2/15/20","2"
NA,"Singapore",1.2833,103.8333,"2/15/20","7"
NA,"Spain",40,-4,"2/15/20","2"
NA,"Sri Lanka",7,81,"2/15/20","1"
NA,"Sweden",63,16,"2/15/20","1"
NA,"Taiwan*",23.7,121,"2/15/20","1"
NA,"Thailand",15,101,"2/15/20","3"
NA,"United Arab Emirates",24,54,"2/15/20","8"
NA,"United Kingdom",55.3781,-3.436,"2/15/20","9"
NA,"US",37.0902,-95.7129,"2/15/20","1"
NA,"Vietnam",16,108,"2/15/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/16/20","4"
"Queensland","Australia",-28.0167,153.4,"2/16/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/16/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/16/20","4"
NA,"Belgium",50.8333,4,"2/16/20","1"
NA,"Cambodia",11.55,104.9167,"2/16/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/16/20","4"
"Ontario","Canada",51.2538,-85.3232,"2/16/20","3"
"Anhui","China",31.8257,117.2264,"2/16/20","9"
"Beijing","China",40.1824,116.4142,"2/16/20","3"
"Chongqing","China",30.0572,107.874,"2/16/20","5"
"Fujian","China",26.0789,117.9874,"2/16/20","2"
"Gansu","China",37.8099,101.0583,"2/16/20","9"
"Guangdong","China",23.3417,113.4244,"2/16/20","1"
"Guangxi","China",23.8298,108.7881,"2/16/20","2"
"Guizhou","China",26.8154,106.8748,"2/16/20","1"
"Hainan","China",19.1959,109.7453,"2/16/20","1"
"Hebei","China",39.549,116.1306,"2/16/20","3"
"Heilongjiang","China",47.862,127.7615,"2/16/20","4"
"Henan","China",33.882,113.614,"2/16/20","1"
"Hong Kong","China",22.3,114.2,"2/16/20","5"
"Hubei","China",30.9756,112.2707,"2/16/20","5"
"Hunan","China",27.6104,111.7088,"2/16/20","1"
"Inner Mongolia","China",44.0935,113.9448,"2/16/20","7"
"Jiangsu","China",32.9711,119.455,"2/16/20","6"
"Jiangxi","China",27.614,115.7221,"2/16/20","9"
"Jilin","China",43.6661,126.1923,"2/16/20","8"
"Liaoning","China",41.2956,122.6085,"2/16/20","1"
"Macau","China",22.1667,113.55,"2/16/20","1"
"Ningxia","China",37.2692,106.1655,"2/16/20","7"
"Qinghai","China",35.7452,95.9956,"2/16/20","1"
"Shaanxi","China",35.1917,108.8701,"2/16/20","2"
"Shandong","China",36.3427,118.1498,"2/16/20","5"
"Shanghai","China",31.202,121.4491,"2/16/20","3"
"Shanxi","China",37.5777,112.2922,"2/16/20","1"
"Sichuan","China",30.6171,102.7103,"2/16/20","4"
"Tianjin","China",39.3054,117.323,"2/16/20","1"
"Tibet","China",31.6927,88.0924,"2/16/20","1"
"Xinjiang","China",41.1129,85.2401,"2/16/20","7"
"Yunnan","China",24.974,101.487,"2/16/20","1"
"Zhejiang","China",29.1832,120.0934,"2/16/20","1"
NA,"Diamond Princess",0,0,"2/16/20","3"
NA,"Egypt",26,30,"2/16/20","1"
NA,"Finland",64,26,"2/16/20","1"
NA,"France",46.2276,2.2137,"2/16/20","1"
NA,"Germany",51,9,"2/16/20","1"
NA,"India",21,78,"2/16/20","3"
NA,"Italy",43,12,"2/16/20","3"
NA,"Japan",36,138,"2/16/20","5"
NA,"Korea, South",36,128,"2/16/20","2"
NA,"Malaysia",2.5,112.5,"2/16/20","2"
NA,"Nepal",28.1667,84.25,"2/16/20","1"
NA,"Philippines",13,122,"2/16/20","3"
NA,"Russia",60,90,"2/16/20","2"
NA,"Singapore",1.2833,103.8333,"2/16/20","7"
NA,"Spain",40,-4,"2/16/20","2"
NA,"Sri Lanka",7,81,"2/16/20","1"
NA,"Sweden",63,16,"2/16/20","1"
NA,"Taiwan*",23.7,121,"2/16/20","2"
NA,"Thailand",15,101,"2/16/20","3"
NA,"United Arab Emirates",24,54,"2/16/20","9"
NA,"United Kingdom",55.3781,-3.436,"2/16/20","9"
NA,"US",37.0902,-95.7129,"2/16/20","1"
NA,"Vietnam",16,108,"2/16/20","1"
"New South Wales","Australia",-33.8688,151.2093,"2/17/20","4"
"Queensland","Australia",-28.0167,153.4,"2/17/20","5"
"South Australia","Australia",-34.9285,138.6007,"2/17/20","2"
"Victoria","Australia",-37.8136,144.9631,"2/17/20","4"
NA,"Belgium",50.8333,4,"2/17/20","1"
NA,"Cambodia",11.55,104.9167,"2/17/20","1"
"British Columbia","Canada",49.2827,-123.1207,"2/17/20","5"
"Ontario","Canada",51.2538,-85.3232,"2/17/20","3"
"Anhui","China",31.8257,117.2264,"2/17/20","9"
"Beijing","China",40.1824,116.4142,"2/17/20","3"
"Chongqing","China",30.0572,107.874,"2/17/20","5"
"Fujian","China",26.0789,117.9874,"2/17/20","2"
"Gansu","China",37.8099,101.0583,"2/17/20","9"
"Guangdong","China",23.3417,113.4244,"2/17/20","1"
"Guangxi","China",23.8298,108.7881,"2/17/20","2"
"Guizhou","China",26.8154,106.8748,"2/17/20","1"
"Hainan","China",19.1959,109.7453,"2/17/20","1"
"Hebei","China",39.549,116.1306,"2/17/20","3"
"Heilongjiang","China",47.862,127.7615,"2/17/20","4"
"Henan","China",33.882,113.614,"2/17/20","1"
"Hong Kong","China",22.3,114.2,"2/17/20","6"
"Hubei","China",30.9756,112.2707,"2/17/20","5"
"Hunan","China",27.6104,111.7088,"2/17/20","1"
"Inner Mongolia","China",44.0935,113.9448,"2/17/20","7"
"Jiangsu","China",32.9711,119.455,"2/17/20","6"
"Jiangxi","China",27.614,115.7221,"2/17/20","9"
"Jilin","China",43.6661,126.1923,"2/17/20","8"
"Liaoning","China",41.2956,122.6085,"2/17/20","1"
"Macau","China",22.1667,113.55,"2/17/20","1"
"Ningxia","China",37.2692,106.1655,"2/17/20","7"
